SR Number,Status,Sub Status
1-740435051,Accepted,In Progress
1-740435051,Completed,Resolved
1-740435051,Completed,Closed
1-740435109,Accepted,In Progress
1-740435109,Accepted,In Progress
1-740435109,Completed,Resolved
1-740435109,Completed,Closed
1-740435239,Accepted,In Progress
1-740435239,Accepted,In Progress
1-740435239,Completed,In Call
1-740435261,Accepted,In Progress
1-740435261,Accepted,In Progress
1-740435261,Completed,In Call
1-740435284,Accepted,In Progress
1-740435284,Accepted,In Progress
1-740435284,Completed,Resolved
1-740435284,Completed,Closed
1-740435326,Accepted,In Progress
1-740435326,Accepted,In Progress
1-740435326,Queued,Awaiting Assignment
1-740435326,Accepted,In Progress
1-740435326,Accepted,Wait - User
1-740435326,Completed,Resolved
1-740435326,Completed,Closed
1-740435381,Accepted,In Progress
1-740435381,Accepted,In Progress
1-740435381,Accepted,Wait - User
1-740435381,Completed,Resolved
1-740435626,Accepted,In Progress
1-740435626,Accepted,In Progress
1-740435626,Completed,In Call
1-740435636,Accepted,In Progress
1-740435636,Accepted,In Progress
1-740435636,Completed,In Call
1-740435830,Accepted,In Progress
1-740435830,Accepted,In Progress
1-740435830,Completed,In Call
1-740435895,Accepted,In Progress
1-740435895,Accepted,In Progress
1-740435895,Completed,In Call
1-740436985,Queued,Awaiting Assignment
1-740436985,Accepted,In Progress
1-740436985,Queued,Awaiting Assignment
1-740436985,Accepted,In Progress
1-740436985,Completed,Resolved
1-740436985,Completed,Closed
1-740437055,Queued,Awaiting Assignment
1-740437055,Accepted,In Progress
1-740437055,Completed,Resolved
1-740437055,Completed,Closed
1-740437148,Queued,Awaiting Assignment
1-740437148,Accepted,In Progress
1-740437148,Queued,Awaiting Assignment
1-740437148,Accepted,In Progress
1-740437148,Completed,Resolved
1-740437148,Completed,Closed
1-740437475,Queued,Awaiting Assignment
1-740437475,Queued,Awaiting Assignment
1-740437475,Accepted,In Progress
1-740437475,Completed,Resolved
1-740437475,Completed,Closed
1-740437487,Queued,Awaiting Assignment
1-740437487,Queued,Awaiting Assignment
1-740437487,Accepted,In Progress
1-740437487,Completed,Resolved
1-740437487,Completed,Closed
1-740437511,Queued,Awaiting Assignment
1-740437511,Accepted,In Progress
1-740437511,Completed,Resolved
1-740437511,Completed,Closed
1-740437617,Queued,Awaiting Assignment
1-740437617,Accepted,In Progress
1-740437617,Completed,Resolved
1-740437617,Completed,Closed
1-740437864,Queued,Awaiting Assignment
1-740437864,Accepted,In Progress
1-740437864,Completed,Resolved
1-740437864,Completed,Closed
1-740437897,Queued,Awaiting Assignment
1-740437897,Accepted,In Progress
1-740437897,Completed,Resolved
1-740437897,Completed,Closed
1-740439036,Accepted,In Progress
1-740439036,Accepted,In Progress
1-740439036,Completed,In Call
1-740439051,Accepted,In Progress
1-740439051,Accepted,In Progress
1-740439051,Queued,Awaiting Assignment
1-740439051,Accepted,In Progress
1-740439051,Accepted,Assigned
1-740439051,Accepted,In Progress
1-740439051,Completed,Resolved
1-740439051,Completed,Closed
1-740439153,Accepted,In Progress
1-740439153,Accepted,In Progress
1-740439153,Completed,In Call
1-740439153,Accepted,In Progress
1-740439153,Queued,Awaiting Assignment
1-740439153,Accepted,In Progress
1-740439153,Queued,Awaiting Assignment
1-740439153,Accepted,In Progress
1-740439153,Completed,Resolved
1-740439153,Completed,Closed
1-740439355,Accepted,In Progress
1-740439355,Accepted,In Progress
1-740439355,Queued,Awaiting Assignment
1-740439355,Accepted,In Progress
1-740439355,Accepted,Assigned
1-740439355,Accepted,In Progress
1-740439355,Accepted,Assigned
1-740439355,Accepted,In Progress
1-740439355,Accepted,Wait - User
1-740439355,Completed,Resolved
1-740439355,Completed,Closed
1-740439566,Accepted,In Progress
1-740439566,Accepted,In Progress
1-740439566,Completed,Resolved
1-740439566,Completed,Closed
1-740443901,Accepted,In Progress
1-740443901,Accepted,In Progress
1-740443901,Queued,Awaiting Assignment
1-740443901,Accepted,In Progress
1-740443901,Accepted,Assigned
1-740443901,Accepted,In Progress
1-740443901,Completed,Resolved
1-740443901,Completed,Closed
1-740443932,Accepted,In Progress
1-740443932,Accepted,In Progress
1-740443932,Completed,In Call
1-740443984,Accepted,In Progress
1-740443984,Accepted,In Progress
1-740443984,Queued,Awaiting Assignment
1-740443984,Accepted,In Progress
1-740443984,Accepted,Assigned
1-740443984,Accepted,In Progress
1-740443984,Accepted,Wait - User
1-740443984,Completed,Resolved
1-740443984,Completed,Closed
1-740444096,Accepted,In Progress
1-740444096,Accepted,In Progress
1-740444096,Completed,In Call
1-740444114,Accepted,In Progress
1-740444114,Accepted,In Progress
1-740444114,Completed,In Call
1-740444186,Accepted,In Progress
1-740444186,Accepted,In Progress
1-740444186,Completed,In Call
1-740444312,Accepted,In Progress
1-740444312,Accepted,In Progress
1-740444312,Completed,In Call
1-740444369,Accepted,In Progress
1-740444369,Accepted,In Progress
1-740444369,Queued,Awaiting Assignment
1-740444369,Accepted,In Progress
1-740444369,Accepted,In Progress
1-740444369,Queued,Awaiting Assignment
1-740444369,Accepted,In Progress
1-740444369,Completed,Resolved
1-740444369,Completed,Closed
1-740444402,Accepted,In Progress
1-740444402,Accepted,In Progress
1-740444402,Accepted,Wait - User
1-740444402,Queued,Awaiting Assignment
1-740444402,Accepted,In Progress
1-740444402,Accepted,Wait - User
1-740444402,Accepted,In Progress
1-740444402,Completed,Resolved
1-740444402,Completed,Closed
1-740444535,Accepted,In Progress
1-740444535,Accepted,In Progress
1-740444535,Accepted,Wait
1-740444535,Completed,Resolved
1-740444535,Completed,Closed
1-740444700,Accepted,In Progress
1-740444700,Accepted,In Progress
1-740444700,Queued,Awaiting Assignment
1-740444700,Accepted,In Progress
1-740444700,Accepted,Assigned
1-740444700,Accepted,Assigned
1-740444700,Accepted,In Progress
1-740444700,Queued,Awaiting Assignment
1-740444700,Accepted,In Progress
1-740444700,Completed,Resolved
1-740444700,Completed,Closed
1-740444716,Accepted,In Progress
1-740444716,Accepted,In Progress
1-740444716,Queued,Awaiting Assignment
1-740444716,Accepted,In Progress
1-740444716,Accepted,Wait - User
1-740444716,Completed,Resolved
1-740444716,Completed,Closed
1-740448903,Accepted,In Progress
1-740448903,Accepted,In Progress
1-740448903,Completed,In Call
1-740449312,Accepted,In Progress
1-740449312,Accepted,In Progress
1-740449312,Accepted,In Progress
1-740449312,Completed,In Call
1-740449562,Accepted,In Progress
1-740449562,Accepted,In Progress
1-740449562,Completed,Resolved
1-740449562,Accepted,In Progress
1-740449562,Completed,Resolved
1-740449562,Completed,Closed
1-740449572,Accepted,In Progress
1-740449572,Accepted,In Progress
1-740449572,Queued,Awaiting Assignment
1-740449572,Accepted,In Progress
1-740449572,Completed,Resolved
1-740449572,Completed,Closed
1-740449587,Accepted,In Progress
1-740449587,Accepted,In Progress
1-740449587,Accepted,Wait
1-740449587,Accepted,In Progress
1-740449587,Accepted,Wait - User
1-740449587,Accepted,In Progress
1-740449587,Completed,Resolved
1-740449587,Completed,Closed
1-740449730,Accepted,In Progress
1-740449730,Accepted,In Progress
1-740449730,Queued,Awaiting Assignment
1-740449730,Accepted,In Progress
1-740449730,Completed,Resolved
1-740449730,Completed,Closed
1-740449736,Accepted,In Progress
1-740449736,Accepted,In Progress
1-740449736,Queued,Awaiting Assignment
1-740449736,Accepted,In Progress
1-740449736,Completed,Resolved
1-740449736,Completed,Closed
1-740453064,Accepted,In Progress
1-740453064,Accepted,In Progress
1-740453064,Queued,Awaiting Assignment
1-740453064,Accepted,In Progress
1-740453064,Completed,Resolved
1-740453064,Completed,Closed
1-740453306,Accepted,In Progress
1-740453306,Accepted,In Progress
1-740453306,Queued,Awaiting Assignment
1-740453306,Accepted,In Progress
1-740453306,Accepted,Assigned
1-740453306,Accepted,In Progress
1-740453306,Accepted,Assigned
1-740453306,Accepted,In Progress
1-740453306,Queued,Awaiting Assignment
1-740453306,Accepted,In Progress
1-740453306,Completed,Resolved
1-740453306,Completed,Closed
1-740453334,Accepted,In Progress
1-740453334,Accepted,In Progress
1-740453334,Completed,Resolved
1-740453334,Completed,Closed
1-740453371,Accepted,In Progress
1-740453371,Accepted,In Progress
1-740453371,Accepted,In Progress
1-740453371,Completed,Resolved
1-740453371,Completed,Closed
1-740453503,Accepted,In Progress
1-740453503,Accepted,In Progress
1-740453503,Completed,In Call
1-740453701,Completed,Resolved
1-740453701,Queued,Awaiting Assignment
1-740453701,Completed,Resolved
1-740453732,Accepted,In Progress
1-740453732,Accepted,In Progress
1-740453732,Queued,Awaiting Assignment
1-740453732,Accepted,In Progress
1-740453732,Completed,Resolved
1-740453732,Completed,Closed
1-740453793,Accepted,In Progress
1-740453793,Accepted,In Progress
1-740453793,Queued,Awaiting Assignment
1-740453793,Accepted,In Progress
1-740453793,Accepted,Wait - User
1-740453793,Completed,Resolved
1-740453793,Completed,Closed
1-740454929,Accepted,In Progress
1-740454929,Accepted,In Progress
1-740454929,Queued,Awaiting Assignment
1-740454929,Accepted,In Progress
1-740454929,Accepted,Assigned
1-740454929,Accepted,In Progress
1-740454929,Accepted,Wait - Vendor
1-740454929,Completed,Resolved
1-740454929,Completed,Closed
1-740454979,Accepted,In Progress
1-740454979,Accepted,In Progress
1-740454979,Completed,In Call
1-740455033,Accepted,In Progress
1-740455033,Accepted,In Progress
1-740455033,Completed,In Call
1-740455245,Accepted,In Progress
1-740455245,Accepted,In Progress
1-740455245,Queued,Awaiting Assignment
1-740455245,Accepted,In Progress
1-740455245,Accepted,Wait - User
1-740455245,Completed,Resolved
1-740455245,Completed,Closed
1-740455276,Accepted,In Progress
1-740455276,Accepted,In Progress
1-740455276,Completed,In Call
1-740455456,Accepted,In Progress
1-740455456,Accepted,In Progress
1-740455456,Completed,In Call
1-740455601,Accepted,In Progress
1-740455601,Accepted,In Progress
1-740455601,Completed,Resolved
1-740455601,Completed,Closed
1-740455650,Queued,Awaiting Assignment
1-740455650,Queued,Awaiting Assignment
1-740455650,Queued,Awaiting Assignment
1-740455650,Accepted,Wait - User
1-740455650,Accepted,In Progress
1-740455650,Completed,Resolved
1-740455673,Accepted,In Progress
1-740455673,Accepted,In Progress
1-740455673,Queued,Awaiting Assignment
1-740455673,Queued,Awaiting Assignment
1-740455673,Accepted,In Progress
1-740455673,Completed,Resolved
1-740455673,Completed,Closed
1-740455880,Accepted,In Progress
1-740455880,Accepted,In Progress
1-740455880,Completed,In Call
1-740459971,Accepted,In Progress
1-740459971,Accepted,In Progress
1-740459971,Completed,In Call
1-740460019,Accepted,In Progress
1-740460019,Accepted,In Progress
1-740460019,Queued,Awaiting Assignment
1-740460019,Accepted,In Progress
1-740460019,Accepted,Wait - User
1-740460019,Accepted,In Progress
1-740460019,Accepted,Wait - Implementation
1-740460019,Accepted,In Progress
1-740460019,Completed,Resolved
1-740460019,Completed,Closed
1-740460112,Accepted,In Progress
1-740460112,Accepted,In Progress
1-740460112,Completed,In Call
1-740460214,Accepted,In Progress
1-740460214,Accepted,In Progress
1-740460214,Completed,In Call
1-740460361,Accepted,In Progress
1-740460361,Accepted,In Progress
1-740460361,Completed,In Call
1-740460458,Accepted,In Progress
1-740460458,Accepted,In Progress
1-740460458,Queued,Awaiting Assignment
1-740460458,Accepted,In Progress
1-740460458,Completed,Resolved
1-740460458,Completed,Closed
1-740460471,Accepted,In Progress
1-740460471,Accepted,In Progress
1-740460471,Queued,Awaiting Assignment
1-740460471,Accepted,In Progress
1-740460471,Completed,Resolved
1-740460471,Completed,Closed
1-740460550,Accepted,In Progress
1-740460550,Accepted,In Progress
1-740460550,Completed,In Call
1-740460649,Accepted,In Progress
1-740460649,Accepted,In Progress
1-740460649,Queued,Awaiting Assignment
1-740460649,Queued,Awaiting Assignment
1-740460649,Accepted,In Progress
1-740460649,Completed,Resolved
1-740460649,Completed,Closed
1-740460855,Accepted,In Progress
1-740460855,Accepted,In Progress
1-740460855,Completed,In Call
1-740460916,Accepted,In Progress
1-740460916,Accepted,In Progress
1-740460916,Accepted,Wait
1-740460916,Completed,Resolved
1-740460916,Completed,Closed
1-740461032,Accepted,In Progress
1-740461032,Accepted,In Progress
1-740461032,Queued,Awaiting Assignment
1-740461032,Accepted,In Progress
1-740461032,Completed,Resolved
1-740461032,Completed,Closed
1-740461199,Accepted,In Progress
1-740461199,Accepted,In Progress
1-740461199,Completed,In Call
1-740461411,Accepted,In Progress
1-740461411,Accepted,In Progress
1-740461411,Queued,Awaiting Assignment
1-740461411,Accepted,In Progress
1-740461411,Queued,Awaiting Assignment
1-740461411,Queued,Awaiting Assignment
1-740461411,Accepted,In Progress
1-740461411,Completed,Resolved
1-740461411,Completed,Closed
1-740461532,Accepted,In Progress
1-740461532,Accepted,In Progress
1-740461532,Queued,Awaiting Assignment
1-740461532,Completed,Resolved
1-740461919,Accepted,In Progress
1-740461919,Accepted,In Progress
1-740461919,Completed,In Call
1-740462073,Accepted,In Progress
1-740462073,Accepted,In Progress
1-740462073,Completed,In Call
1-740462148,Accepted,In Progress
1-740462148,Accepted,In Progress
1-740462148,Accepted,Wait
1-740462148,Accepted,In Progress
1-740462148,Completed,In Call
1-740462311,Accepted,Wait
1-740462311,Completed,Resolved
1-740462359,Accepted,In Progress
1-740462359,Accepted,In Progress
1-740462359,Queued,Awaiting Assignment
1-740462359,Accepted,In Progress
1-740462359,Accepted,Wait - User
1-740462359,Completed,Resolved
1-740462359,Completed,Closed
1-740462424,Accepted,In Progress
1-740462424,Accepted,In Progress
1-740462424,Queued,Awaiting Assignment
1-740462424,Accepted,In Progress
1-740462424,Accepted,Wait - Vendor
1-740462424,Completed,Resolved
1-740462424,Accepted,In Progress
1-740462424,Queued,Awaiting Assignment
1-740462424,Accepted,In Progress
1-740462424,Completed,Resolved
1-740462424,Completed,Closed
1-740462506,Accepted,In Progress
1-740462506,Accepted,In Progress
1-740462506,Completed,In Call
1-740462513,Accepted,In Progress
1-740462513,Accepted,In Progress
1-740462513,Completed,In Call
1-740462640,Accepted,In Progress
1-740462640,Accepted,In Progress
1-740462640,Accepted,In Progress
1-740462640,Completed,In Call
1-740462663,Accepted,In Progress
1-740462663,Accepted,In Progress
1-740462663,Queued,Awaiting Assignment
1-740462663,Accepted,In Progress
1-740462663,Accepted,Wait
1-740462663,Completed,Resolved
1-740462663,Completed,Closed
1-740462699,Accepted,In Progress
1-740462699,Accepted,In Progress
1-740462699,Completed,In Call
1-740462709,Accepted,In Progress
1-740462709,Accepted,In Progress
1-740462709,Completed,In Call
1-740470066,Accepted,In Progress
1-740470066,Accepted,In Progress
1-740470066,Completed,In Call
1-740470139,Accepted,In Progress
1-740470139,Accepted,In Progress
1-740470139,Completed,In Call
1-740470141,Accepted,In Progress
1-740470141,Accepted,In Progress
1-740470141,Queued,Awaiting Assignment
1-740470141,Accepted,In Progress
1-740470141,Accepted,Wait - User
1-740470141,Completed,Resolved
1-740470141,Completed,Closed
1-740470151,Accepted,In Progress
1-740470151,Accepted,In Progress
1-740470151,Accepted,In Progress
1-740470151,Queued,Awaiting Assignment
1-740470151,Accepted,In Progress
1-740470151,Queued,Awaiting Assignment
1-740470151,Accepted,In Progress
1-740470151,Queued,Awaiting Assignment
1-740470151,Accepted,In Progress
1-740470151,Queued,Awaiting Assignment
1-740470151,Accepted,In Progress
1-740470151,Queued,Awaiting Assignment
1-740470151,Accepted,In Progress
1-740470151,Queued,Awaiting Assignment
1-740470151,Accepted,In Progress
1-740470151,Queued,Awaiting Assignment
1-740470151,Accepted,In Progress
1-740470151,Queued,Awaiting Assignment
1-740470151,Accepted,In Progress
1-740470151,Queued,Awaiting Assignment
1-740470151,Accepted,In Progress
1-740470151,Accepted,Assigned
1-740470151,Accepted,In Progress
1-740470151,Accepted,Assigned
1-740470151,Accepted,In Progress
1-740470151,Completed,Resolved
1-740470151,Completed,Closed
1-740470386,Accepted,In Progress
1-740470386,Accepted,In Progress
1-740470386,Completed,Resolved
1-740470386,Accepted,In Progress
1-740470386,Completed,Resolved
1-740470386,Accepted,In Progress
1-740470386,Queued,Awaiting Assignment
1-740470386,Accepted,In Progress
1-740470386,Accepted,Assigned
1-740470386,Accepted,In Progress
1-740470386,Accepted,Wait - User
1-740470386,Completed,Resolved
1-740470386,Completed,Closed
1-740470730,Accepted,In Progress
1-740470730,Accepted,In Progress
1-740470730,Queued,Awaiting Assignment
1-740470730,Accepted,In Progress
1-740470730,Queued,Awaiting Assignment
1-740470730,Accepted,In Progress
1-740470730,Queued,Awaiting Assignment
1-740470730,Accepted,In Progress
1-740470730,Queued,Awaiting Assignment
1-740470730,Accepted,In Progress
1-740470730,Accepted,Assigned
1-740470730,Accepted,In Progress
1-740470730,Completed,Resolved
1-740470730,Completed,Closed
1-740470790,Accepted,In Progress
1-740470790,Accepted,In Progress
1-740470790,Completed,In Call
1-740470848,Accepted,In Progress
1-740470848,Accepted,In Progress
1-740470848,Queued,Awaiting Assignment
1-740470848,Accepted,In Progress
1-740470848,Queued,Awaiting Assignment
1-740470848,Accepted,In Progress
1-740470848,Completed,Resolved
1-740470848,Completed,Closed
1-740471146,Accepted,In Progress
1-740471146,Accepted,In Progress
1-740471146,Completed,In Call
1-740471207,Accepted,In Progress
1-740471207,Accepted,In Progress
1-740471207,Completed,In Call
1-740471311,Accepted,In Progress
1-740471311,Accepted,In Progress
1-740471311,Completed,Resolved
1-740471311,Completed,Closed
1-740471362,Accepted,In Progress
1-740471362,Accepted,In Progress
1-740471362,Completed,In Call
1-740471428,Accepted,In Progress
1-740471428,Accepted,In Progress
1-740471428,Completed,Resolved
1-740471428,Completed,Closed
1-740471440,Accepted,In Progress
1-740471440,Accepted,In Progress
1-740471440,Completed,In Call
1-740471621,Accepted,In Progress
1-740471621,Accepted,In Progress
1-740471621,Queued,Awaiting Assignment
1-740471621,Accepted,In Progress
1-740471621,Queued,Awaiting Assignment
1-740471621,Accepted,In Progress
1-740471621,Accepted,Assigned
1-740471621,Accepted,In Progress
1-740471621,Queued,Awaiting Assignment
1-740471621,Accepted,In Progress
1-740471621,Queued,Awaiting Assignment
1-740471621,Accepted,In Progress
1-740471621,Accepted,Assigned
1-740471621,Accepted,In Progress
1-740471621,Accepted,Wait - User
1-740471621,Accepted,Wait - User
1-740471621,Completed,Resolved
1-740471621,Completed,Closed
1-740475033,Accepted,In Progress
1-740475033,Accepted,In Progress
1-740475033,Queued,Awaiting Assignment
1-740475033,Queued,Awaiting Assignment
1-740475033,Accepted,In Progress
1-740475033,Completed,Resolved
1-740475033,Completed,Closed
1-740475566,Accepted,In Progress
1-740475566,Accepted,In Progress
1-740475566,Completed,Resolved
1-740475566,Unmatched,Unmatched
1-740475566,Accepted,In Progress
1-740475566,Completed,Resolved
1-740475566,Completed,Closed
1-740475630,Accepted,In Progress
1-740475630,Accepted,In Progress
1-740475630,Completed,In Call
1-740489901,Accepted,In Progress
1-740489901,Accepted,In Progress
1-740489901,Completed,Resolved
1-740489901,Completed,Closed
1-740489949,Accepted,In Progress
1-740489949,Accepted,In Progress
1-740489949,Queued,Awaiting Assignment
1-740489949,Accepted,In Progress
1-740489949,Completed,Resolved
1-740489949,Completed,Closed
1-740489995,Accepted,In Progress
1-740489995,Accepted,In Progress
1-740489995,Queued,Awaiting Assignment
1-740489995,Accepted,In Progress
1-740489995,Completed,Resolved
1-740489995,Completed,Closed
1-740490030,Accepted,In Progress
1-740490030,Accepted,In Progress
1-740490030,Completed,Resolved
1-740490030,Completed,Closed
1-740490061,Accepted,In Progress
1-740490061,Accepted,In Progress
1-740490061,Queued,Awaiting Assignment
1-740490061,Accepted,In Progress
1-740490061,Completed,Resolved
1-740490061,Completed,Closed
1-740490145,Accepted,In Progress
1-740490145,Accepted,In Progress
1-740490145,Completed,In Call
1-740490182,Accepted,In Progress
1-740490182,Accepted,In Progress
1-740490182,Queued,Awaiting Assignment
1-740490182,Accepted,In Progress
1-740490182,Completed,Resolved
1-740490182,Completed,Closed
1-740490210,Accepted,In Progress
1-740490210,Accepted,In Progress
1-740490210,Completed,Resolved
1-740490210,Completed,Closed
1-740490360,Accepted,In Progress
1-740490360,Accepted,In Progress
1-740490360,Queued,Awaiting Assignment
1-740490360,Accepted,In Progress
1-740490360,Completed,Resolved
1-740490360,Completed,Closed
1-740490375,Accepted,In Progress
1-740490375,Accepted,In Progress
1-740490375,Completed,In Call
1-740490411,Queued,Awaiting Assignment
1-740490411,Accepted,Assigned
1-740490411,Accepted,In Progress
1-740490411,Completed,Resolved
1-740490649,Accepted,In Progress
1-740490649,Accepted,In Progress
1-740490649,Completed,In Call
1-740490668,Accepted,In Progress
1-740490668,Accepted,In Progress
1-740490668,Queued,Awaiting Assignment
1-740490668,Accepted,In Progress
1-740490668,Queued,Awaiting Assignment
1-740490668,Queued,Awaiting Assignment
1-740490668,Accepted,In Progress
1-740490668,Queued,Awaiting Assignment
1-740490668,Accepted,In Progress
1-740490668,Completed,Resolved
1-740490668,Completed,Closed
1-740490799,Accepted,In Progress
1-740490799,Accepted,In Progress
1-740490799,Queued,Awaiting Assignment
1-740490799,Accepted,In Progress
1-740490799,Queued,Awaiting Assignment
1-740490799,Accepted,In Progress
1-740490799,Accepted,Wait - User
1-740490799,Accepted,In Progress
1-740490799,Completed,Resolved
1-740490799,Completed,Closed
1-740490856,Accepted,In Progress
1-740490856,Accepted,In Progress
1-740490856,Queued,Awaiting Assignment
1-740490856,Accepted,In Progress
1-740490856,Accepted,Wait - User
1-740490856,Completed,Resolved
1-740490856,Completed,Closed
1-740492992,Queued,Awaiting Assignment
1-740492992,Accepted,In Progress
1-740492992,Queued,Awaiting Assignment
1-740492992,Accepted,In Progress
1-740492992,Accepted,In Progress
1-740492992,Queued,Awaiting Assignment
1-740492992,Accepted,In Progress
1-740492992,Accepted,Assigned
1-740492992,Accepted,In Progress
1-740492992,Queued,Awaiting Assignment
1-740492992,Accepted,In Progress
1-740492992,Accepted,Wait - User
1-740492992,Completed,Resolved
1-740492992,Completed,Closed
1-740493021,Queued,Awaiting Assignment
1-740493021,Accepted,In Progress
1-740493021,Accepted,Assigned
1-740493021,Accepted,In Progress
1-740493021,Completed,Resolved
1-740493021,Completed,Closed
1-740493061,Queued,Awaiting Assignment
1-740493061,Accepted,In Progress
1-740493061,Accepted,Assigned
1-740493061,Accepted,In Progress
1-740493061,Accepted,Assigned
1-740493061,Accepted,Assigned
1-740493061,Accepted,In Progress
1-740493061,Accepted,In Progress
1-740493061,Completed,Resolved
1-740493061,Completed,Closed
1-740493071,Queued,Awaiting Assignment
1-740493071,Accepted,In Progress
1-740493071,Queued,Awaiting Assignment
1-740493071,Accepted,In Progress
1-740493071,Queued,Awaiting Assignment
1-740493071,Accepted,In Progress
1-740493071,Accepted,Wait - User
1-740493071,Accepted,In Progress
1-740493071,Accepted,Wait - User
1-740493071,Accepted,In Progress
1-740493071,Completed,Resolved
1-740493071,Completed,Closed
1-740493101,Queued,Awaiting Assignment
1-740493101,Accepted,In Progress
1-740493101,Queued,Awaiting Assignment
1-740493101,Accepted,In Progress
1-740493101,Completed,Resolved
1-740493101,Completed,Closed
1-740493131,Queued,Awaiting Assignment
1-740493131,Accepted,In Progress
1-740493131,Accepted,Assigned
1-740493131,Accepted,In Progress
1-740493131,Accepted,In Progress
1-740493131,Queued,Awaiting Assignment
1-740493131,Accepted,In Progress
1-740493131,Completed,Resolved
1-740493131,Completed,Closed
1-740493181,Queued,Awaiting Assignment
1-740493181,Accepted,In Progress
1-740493181,Accepted,Assigned
1-740493181,Accepted,In Progress
1-740493181,Accepted,Wait - User
1-740493181,Accepted,In Progress
1-740493181,Accepted,Wait - User
1-740493181,Accepted,In Progress
1-740493181,Completed,Resolved
1-740493181,Completed,Closed
1-740493271,Queued,Awaiting Assignment
1-740493271,Accepted,In Progress
1-740493271,Accepted,In Progress
1-740493271,Accepted,Wait - User
1-740493271,Accepted,Assigned
1-740493271,Accepted,In Progress
1-740493271,Accepted,Wait - User
1-740493271,Accepted,In Progress
1-740493271,Queued,Awaiting Assignment
1-740493271,Accepted,In Progress
1-740493271,Accepted,Assigned
1-740493271,Accepted,In Progress
1-740493271,Accepted,Wait - User
1-740493271,Accepted,In Progress
1-740493271,Completed,Resolved
1-740493271,Completed,Closed
1-740493291,Queued,Awaiting Assignment
1-740493291,Accepted,In Progress
1-740493291,Accepted,Assigned
1-740493291,Accepted,In Progress
1-740493291,Accepted,In Progress
1-740493291,Completed,Resolved
1-740493291,Completed,Closed
1-740493362,Queued,Awaiting Assignment
1-740493362,Accepted,In Progress
1-740493362,Queued,Awaiting Assignment
1-740493362,Accepted,In Progress
1-740493362,Queued,Awaiting Assignment
1-740493362,Accepted,In Progress
1-740493362,Queued,Awaiting Assignment
1-740493362,Accepted,In Progress
1-740493362,Accepted,Wait - User
1-740493362,Completed,Resolved
1-740493362,Completed,Closed
1-740493371,Queued,Awaiting Assignment
1-740493371,Accepted,In Progress
1-740493371,Queued,Awaiting Assignment
1-740493371,Accepted,In Progress
1-740493371,Completed,Resolved
1-740493371,Completed,Closed
1-740493431,Queued,Awaiting Assignment
1-740493431,Accepted,In Progress
1-740493431,Accepted,In Progress
1-740493431,Queued,Awaiting Assignment
1-740493431,Accepted,In Progress
1-740493431,Accepted,Assigned
1-740493431,Accepted,In Progress
1-740493431,Accepted,Wait - User
1-740493431,Accepted,In Progress
1-740493431,Accepted,Wait - User
1-740493431,Accepted,In Progress
1-740493431,Completed,Resolved
1-740493431,Completed,Closed
1-740493471,Queued,Awaiting Assignment
1-740493471,Accepted,In Progress
1-740493471,Accepted,Wait - User
1-740493471,Accepted,In Progress
1-740493471,Accepted,In Progress
1-740493471,Completed,Resolved
1-740493471,Completed,Closed
1-740493521,Queued,Awaiting Assignment
1-740493521,Accepted,In Progress
1-740493521,Queued,Awaiting Assignment
1-740493521,Accepted,Wait - Vendor
1-740493521,Completed,Resolved
1-740493551,Queued,Awaiting Assignment
1-740493551,Accepted,In Progress
1-740493551,Queued,Awaiting Assignment
1-740493551,Accepted,In Progress
1-740493551,Completed,Resolved
1-740493551,Completed,Closed
1-740493591,Queued,Awaiting Assignment
1-740493591,Accepted,In Progress
1-740493591,Completed,Resolved
1-740493591,Completed,Closed
1-740493701,Queued,Awaiting Assignment
1-740493701,Accepted,In Progress
1-740493701,Accepted,In Progress
1-740493701,Queued,Awaiting Assignment
1-740493701,Accepted,In Progress
1-740493701,Accepted,Wait
1-740493701,Completed,Resolved
1-740493701,Completed,Closed
1-740493741,Queued,Awaiting Assignment
1-740493741,Accepted,In Progress
1-740493741,Queued,Awaiting Assignment
1-740493741,Accepted,In Progress
1-740493741,Accepted,Wait - User
1-740493741,Completed,Resolved
1-740493741,Completed,Closed
1-740493772,Queued,Awaiting Assignment
1-740493772,Accepted,In Progress
1-740493772,Queued,Awaiting Assignment
1-740493772,Accepted,In Progress
1-740493772,Accepted,Assigned
1-740493772,Accepted,In Progress
1-740493772,Completed,Resolved
1-740493772,Completed,Closed
1-740506024,Accepted,In Progress
1-740506024,Accepted,In Progress
1-740506024,Completed,In Call
1-740506051,Accepted,In Progress
1-740506051,Accepted,In Progress
1-740506051,Accepted,Wait - User
1-740506051,Completed,Resolved
1-740506051,Completed,Closed
1-740506268,Accepted,In Progress
1-740506268,Accepted,In Progress
1-740506268,Queued,Awaiting Assignment
1-740506268,Accepted,In Progress
1-740506268,Queued,Awaiting Assignment
1-740506268,Accepted,In Progress
1-740506268,Queued,Awaiting Assignment
1-740506268,Accepted,In Progress
1-740506268,Completed,Resolved
1-740506268,Completed,Closed
1-740506419,Accepted,In Progress
1-740506419,Accepted,In Progress
1-740506419,Completed,Resolved
1-740506419,Completed,Closed
1-740506511,Accepted,In Progress
1-740506511,Accepted,In Progress
1-740506511,Completed,Resolved
1-740506511,Accepted,In Progress
1-740506511,Queued,Awaiting Assignment
1-740506511,Accepted,In Progress
1-740506511,Accepted,Wait - User
